Symbol,Week_1_2025-09-12,Week_2_2025-09-19,Week_3_2025-09-26,Week_4_2025-10-03,Week_5_2025-10-10,Week_6_2025-10-17,Week_7_2025-10-24,Week_8_2025-10-31,Week_9_2025-11-07,Week_10_2025-11-14,Week_11_2025-11-21,Week_12_2025-11-28,Week_13_2025-12-05
GRANULES.NS,"Ticker
GRANULES.NS    534.349976
Name: 2025-09-12, dtype: float64","Ticker
GRANULES.NS    543.400024
Name: 2025-09-19, dtype: float64","Ticker
GRANULES.NS    515.900024
Name: 2025-09-26, dtype: float64","Ticker
GRANULES.NS    557.299988
Name: 2025-10-03, dtype: float64","Ticker
GRANULES.NS    568.549988
Name: 2025-10-10, dtype: float64","Ticker
GRANULES.NS    569.549988
Name: 2025-10-17, dtype: float64","Ticker
GRANULES.NS    564.549988
Name: 2025-10-24, dtype: float64","Ticker
GRANULES.NS    565.599976
Name: 2025-10-31, dtype: float64","Ticker
GRANULES.NS    554.650024
Name: 2025-11-07, dtype: float64","Ticker
GRANULES.NS    548.200012
Name: 2025-11-14, dtype: float64","Ticker
GRANULES.NS    544.200012
Name: 2025-11-21, dtype: float64","Ticker
GRANULES.NS    556.099976
Name: 2025-11-28, dtype: float64","Ticker
GRANULES.NS    557.450012
Name: 2025-12-05, dtype: float64"
NIVABUPA.NS,"Ticker
NIVABUPA.NS    81.610001
Name: 2025-09-12, dtype: float64","Ticker
NIVABUPA.NS    82.389999
Name: 2025-09-19, dtype: float64","Ticker
NIVABUPA.NS    80.470001
Name: 2025-09-26, dtype: float64","Ticker
NIVABUPA.NS    81.059998
Name: 2025-10-03, dtype: float64","Ticker
NIVABUPA.NS    79.339996
Name: 2025-10-10, dtype: float64","Ticker
NIVABUPA.NS    75.910004
Name: 2025-10-17, dtype: float64","Ticker
NIVABUPA.NS    74.300003
Name: 2025-10-24, dtype: float64","Ticker
NIVABUPA.NS    75.059998
Name: 2025-10-31, dtype: float64","Ticker
NIVABUPA.NS    76.029999
Name: 2025-11-07, dtype: float64","Ticker
NIVABUPA.NS    76.57
Name: 2025-11-14, dtype: float64","Ticker
NIVABUPA.NS    75.57
Name: 2025-11-21, dtype: float64","Ticker
NIVABUPA.NS    74.339996
Name: 2025-11-28, dtype: float64","Ticker
NIVABUPA.NS    73.800003
Name: 2025-12-05, dtype: float64"
CHENNPETRO.NS,"Ticker
CHENNPETRO.NS    734.849976
Name: 2025-09-12, dtype: float64","Ticker
CHENNPETRO.NS    742.400024
Name: 2025-09-19, dtype: float64","Ticker
CHENNPETRO.NS    760.5
Name: 2025-09-26, dtype: float64","Ticker
CHENNPETRO.NS    780.400024
Name: 2025-10-03, dtype: float64","Ticker
CHENNPETRO.NS    802.25
Name: 2025-10-10, dtype: float64","Ticker
CHENNPETRO.NS    723.599976
Name: 2025-10-17, dtype: float64","Ticker
CHENNPETRO.NS    772.349976
Name: 2025-10-24, dtype: float64","Ticker
CHENNPETRO.NS    979.349976
Name: 2025-10-31, dtype: float64","Ticker
CHENNPETRO.NS    1016.299988
Name: 2025-11-07, dtype: float64","Ticker
CHENNPETRO.NS    1029.0
Name: 2025-11-14, dtype: float64","Ticker
CHENNPETRO.NS    1025.199951
Name: 2025-11-21, dtype: float64","Ticker
CHENNPETRO.NS    916.150024
Name: 2025-11-28, dtype: float64","Ticker
CHENNPETRO.NS    933.0
Name: 2025-12-05, dtype: float64"
MUTHOOTFIN.NS,"Ticker
MUTHOOTFIN.NS    2926.199951
Name: 2025-09-12, dtype: float64","Ticker
MUTHOOTFIN.NS    2934.899902
Name: 2025-09-19, dtype: float64","Ticker
MUTHOOTFIN.NS    3020.300049
Name: 2025-09-26, dtype: float64","Ticker
MUTHOOTFIN.NS    3167.600098
Name: 2025-10-03, dtype: float64","Ticker
MUTHOOTFIN.NS    3156.899902
Name: 2025-10-10, dtype: float64","Ticker
MUTHOOTFIN.NS    3334.5
Name: 2025-10-17, dtype: float64","Ticker
MUTHOOTFIN.NS    3163.100098
Name: 2025-10-24, dtype: float64","Ticker
MUTHOOTFIN.NS    3178.699951
Name: 2025-10-31, dtype: float64","Ticker
MUTHOOTFIN.NS    3230.0
Name: 2025-11-07, dtype: float64","Ticker
MUTHOOTFIN.NS    3725.600098
Name: 2025-11-14, dtype: float64","Ticker
MUTHOOTFIN.NS    3636.0
Name: 2025-11-21, dtype: float64","Ticker
MUTHOOTFIN.NS    3744.199951
Name: 2025-11-28, dtype: float64","Ticker
MUTHOOTFIN.NS    3733.399902
Name: 2025-12-05, dtype: float64"
KIRLOSENG.NS,"Ticker
KIRLOSENG.NS    886.299988
Name: 2025-09-12, dtype: float64","Ticker
KIRLOSENG.NS    964.650024
Name: 2025-09-19, dtype: float64","Ticker
KIRLOSENG.NS    915.200012
Name: 2025-09-26, dtype: float64","Ticker
KIRLOSENG.NS    901.75
Name: 2025-10-03, dtype: float64","Ticker
KIRLOSENG.NS    891.099976
Name: 2025-10-10, dtype: float64","Ticker
KIRLOSENG.NS    890.099976
Name: 2025-10-17, dtype: float64","Ticker
KIRLOSENG.NS    899.299988
Name: 2025-10-24, dtype: float64","Ticker
KIRLOSENG.NS    999.900024
Name: 2025-10-31, dtype: float64","Ticker
KIRLOSENG.NS    964.349976
Name: 2025-11-07, dtype: float64","Ticker
KIRLOSENG.NS    1092.050049
Name: 2025-11-14, dtype: float64","Ticker
KIRLOSENG.NS    1163.199951
Name: 2025-11-21, dtype: float64","Ticker
KIRLOSENG.NS    1124.849976
Name: 2025-11-28, dtype: float64","Ticker
KIRLOSENG.NS    1138.900024
Name: 2025-12-05, dtype: float64"
AKUMS.NS,"Ticker
AKUMS.NS    462.0
Name: 2025-09-12, dtype: float64","Ticker
AKUMS.NS    476.5
Name: 2025-09-19, dtype: float64","Ticker
AKUMS.NS    446.649994
Name: 2025-09-26, dtype: float64","Ticker
AKUMS.NS    446.200012
Name: 2025-10-03, dtype: float64","Ticker
AKUMS.NS    446.149994
Name: 2025-10-10, dtype: float64","Ticker
AKUMS.NS    461.75
Name: 2025-10-17, dtype: float64","Ticker
AKUMS.NS    460.549988
Name: 2025-10-24, dtype: float64","Ticker
AKUMS.NS    460.75
Name: 2025-10-31, dtype: float64","Ticker
AKUMS.NS    453.350006
Name: 2025-11-07, dtype: float64","Ticker
AKUMS.NS    424.299988
Name: 2025-11-14, dtype: float64","Ticker
AKUMS.NS    421.649994
Name: 2025-11-21, dtype: float64","Ticker
AKUMS.NS    425.950012
Name: 2025-11-28, dtype: float64","Ticker
AKUMS.NS    419.299988
Name: 2025-12-05, dtype: float64"
MAHABANK.NS,"Ticker
MAHABANK.NS    54.049999
Name: 2025-09-12, dtype: float64","Ticker
MAHABANK.NS    57.32
Name: 2025-09-19, dtype: float64","Ticker
MAHABANK.NS    53.990002
Name: 2025-09-26, dtype: float64","Ticker
MAHABANK.NS    56.490002
Name: 2025-10-03, dtype: float64","Ticker
MAHABANK.NS    57.529999
Name: 2025-10-10, dtype: float64","Ticker
MAHABANK.NS    57.110001
Name: 2025-10-17, dtype: float64","Ticker
MAHABANK.NS    58.889999
Name: 2025-10-24, dtype: float64","Ticker
MAHABANK.NS    59.029999
Name: 2025-10-31, dtype: float64","Ticker
MAHABANK.NS    59.619999
Name: 2025-11-07, dtype: float64","Ticker
MAHABANK.NS    58.009998
Name: 2025-11-14, dtype: float64","Ticker
MAHABANK.NS    58.68
Name: 2025-11-21, dtype: float64","Ticker
MAHABANK.NS    58.560001
Name: 2025-11-28, dtype: float64","Ticker
MAHABANK.NS    56.98
Name: 2025-12-05, dtype: float64"
JPPOWER.NS,"Ticker
JPPOWER.NS    18.91
Name: 2025-09-12, dtype: float64","Ticker
JPPOWER.NS    18.68
Name: 2025-09-19, dtype: float64","Ticker
JPPOWER.NS    17.59
Name: 2025-09-26, dtype: float64","Ticker
JPPOWER.NS    18.549999
Name: 2025-10-03, dtype: float64","Ticker
JPPOWER.NS    18.469999
Name: 2025-10-10, dtype: float64","Ticker
JPPOWER.NS    17.91
Name: 2025-10-17, dtype: float64","Ticker
JPPOWER.NS    17.959999
Name: 2025-10-24, dtype: float64","Ticker
JPPOWER.NS    18.02
Name: 2025-10-31, dtype: float64","Ticker
JPPOWER.NS    17.610001
Name: 2025-11-07, dtype: float64","Ticker
JPPOWER.NS    17.76
Name: 2025-11-14, dtype: float64","Ticker
JPPOWER.NS    20.01
Name: 2025-11-21, dtype: float64","Ticker
JPPOWER.NS    18.790001
Name: 2025-11-28, dtype: float64","Ticker
JPPOWER.NS    18.940001
Name: 2025-12-05, dtype: float64"
GODREJPROP.NS,"Ticker
GODREJPROP.NS    1998.900024
Name: 2025-09-12, dtype: float64","Ticker
GODREJPROP.NS    2145.199951
Name: 2025-09-19, dtype: float64","Ticker
GODREJPROP.NS    1957.599976
Name: 2025-09-26, dtype: float64","Ticker
GODREJPROP.NS    2033.0
Name: 2025-10-03, dtype: float64","Ticker
GODREJPROP.NS    2091.899902
Name: 2025-10-10, dtype: float64","Ticker
GODREJPROP.NS    2236.199951
Name: 2025-10-17, dtype: float64","Ticker
GODREJPROP.NS    2287.800049
Name: 2025-10-24, dtype: float64","Ticker
GODREJPROP.NS    2288.0
Name: 2025-10-31, dtype: float64","Ticker
GODREJPROP.NS    2142.699951
Name: 2025-11-07, dtype: float64","Ticker
GODREJPROP.NS    2195.800049
Name: 2025-11-14, dtype: float64","Ticker
GODREJPROP.NS    2090.899902
Name: 2025-11-21, dtype: float64","Ticker
GODREJPROP.NS    2114.600098
Name: 2025-11-28, dtype: float64","Ticker
GODREJPROP.NS    2089.600098
Name: 2025-12-05, dtype: float64"
INDIANB.NS,"Ticker
INDIANB.NS    697.75
Name: 2025-09-12, dtype: float64","Ticker
INDIANB.NS    701.5
Name: 2025-09-19, dtype: float64","Ticker
INDIANB.NS    706.349976
Name: 2025-09-26, dtype: float64","Ticker
INDIANB.NS    765.950012
Name: 2025-10-03, dtype: float64","Ticker
INDIANB.NS    776.25
Name: 2025-10-10, dtype: float64","Ticker
INDIANB.NS    782.349976
Name: 2025-10-17, dtype: float64","Ticker
INDIANB.NS    820.049988
Name: 2025-10-24, dtype: float64","Ticker
INDIANB.NS    858.700012
Name: 2025-10-31, dtype: float64","Ticker
INDIANB.NS    873.950012
Name: 2025-11-07, dtype: float64","Ticker
INDIANB.NS    868.450012
Name: 2025-11-14, dtype: float64","Ticker
INDIANB.NS    851.799988
Name: 2025-11-21, dtype: float64","Ticker
INDIANB.NS    870.25
Name: 2025-11-28, dtype: float64","Ticker
INDIANB.NS    813.799988
Name: 2025-12-05, dtype: float64"
RHIM.NS,"Ticker
RHIM.NS    478.049988
Name: 2025-09-12, dtype: float64","Ticker
RHIM.NS    483.850006
Name: 2025-09-19, dtype: float64","Ticker
RHIM.NS    443.350006
Name: 2025-09-26, dtype: float64","Ticker
RHIM.NS    442.5
Name: 2025-10-03, dtype: float64","Ticker
RHIM.NS    447.75
Name: 2025-10-10, dtype: float64","Ticker
RHIM.NS    448.100006
Name: 2025-10-17, dtype: float64","Ticker
RHIM.NS    449.25
Name: 2025-10-24, dtype: float64","Ticker
RHIM.NS    476.799988
Name: 2025-10-31, dtype: float64","Ticker
RHIM.NS    471.149994
Name: 2025-11-07, dtype: float64","Ticker
RHIM.NS    485.850006
Name: 2025-11-14, dtype: float64","Ticker
RHIM.NS    462.649994
Name: 2025-11-21, dtype: float64","Ticker
RHIM.NS    464.299988
Name: 2025-11-28, dtype: float64","Ticker
RHIM.NS    449.75
Name: 2025-12-05, dtype: float64"
CHOLAFIN.NS,"Ticker
CHOLAFIN.NS    1512.300049
Name: 2025-09-12, dtype: float64","Ticker
CHOLAFIN.NS    1590.900024
Name: 2025-09-19, dtype: float64","Ticker
CHOLAFIN.NS    1569.900024
Name: 2025-09-26, dtype: float64","Ticker
CHOLAFIN.NS    1570.900024
Name: 2025-10-03, dtype: float64","Ticker
CHOLAFIN.NS    1614.199951
Name: 2025-10-10, dtype: float64","Ticker
CHOLAFIN.NS    1654.300049
Name: 2025-10-17, dtype: float64","Ticker
CHOLAFIN.NS    1733.599976
Name: 2025-10-24, dtype: float64","Ticker
CHOLAFIN.NS    1696.800049
Name: 2025-10-31, dtype: float64","Ticker
CHOLAFIN.NS    1703.900024
Name: 2025-11-07, dtype: float64","Ticker
CHOLAFIN.NS    1714.599976
Name: 2025-11-14, dtype: float64","Ticker
CHOLAFIN.NS    1659.699951
Name: 2025-11-21, dtype: float64","Ticker
CHOLAFIN.NS    1736.0
Name: 2025-11-28, dtype: float64","Ticker
CHOLAFIN.NS    1690.5
Name: 2025-12-05, dtype: float64"
KPIL.NS,"Ticker
KPIL.NS    1293.800049
Name: 2025-09-12, dtype: float64","Ticker
KPIL.NS    1269.0
Name: 2025-09-19, dtype: float64","Ticker
KPIL.NS    1241.300049
Name: 2025-09-26, dtype: float64","Ticker
KPIL.NS    1248.900024
Name: 2025-10-03, dtype: float64","Ticker
KPIL.NS    1249.800049
Name: 2025-10-10, dtype: float64","Ticker
KPIL.NS    1269.699951
Name: 2025-10-17, dtype: float64","Ticker
KPIL.NS    1250.800049
Name: 2025-10-24, dtype: float64","Ticker
KPIL.NS    1256.400024
Name: 2025-10-31, dtype: float64","Ticker
KPIL.NS    1295.900024
Name: 2025-11-07, dtype: float64","Ticker
KPIL.NS    1253.199951
Name: 2025-11-14, dtype: float64","Ticker
KPIL.NS    1229.400024
Name: 2025-11-21, dtype: float64","Ticker
KPIL.NS    1199.699951
Name: 2025-11-28, dtype: float64","Ticker
KPIL.NS    1151.099976
Name: 2025-12-05, dtype: float64"
YESBANK.NS,"Ticker
YESBANK.NS    20.860001
Name: 2025-09-12, dtype: float64","Ticker
YESBANK.NS    21.17
Name: 2025-09-19, dtype: float64","Ticker
YESBANK.NS    20.969999
Name: 2025-09-26, dtype: float64","Ticker
YESBANK.NS    21.85
Name: 2025-10-03, dtype: float64","Ticker
YESBANK.NS    24.0
Name: 2025-10-10, dtype: float64","Ticker
YESBANK.NS    22.25
Name: 2025-10-17, dtype: float64","Ticker
YESBANK.NS    22.67
Name: 2025-10-24, dtype: float64","Ticker
YESBANK.NS    22.74
Name: 2025-10-31, dtype: float64","Ticker
YESBANK.NS    22.85
Name: 2025-11-07, dtype: float64","Ticker
YESBANK.NS    22.5
Name: 2025-11-14, dtype: float64","Ticker
YESBANK.NS    22.43
Name: 2025-11-21, dtype: float64","Ticker
YESBANK.NS    22.93
Name: 2025-11-28, dtype: float64","Ticker
YESBANK.NS    22.52
Name: 2025-12-05, dtype: float64"
AUBANK.NS,"Ticker
AUBANK.NS    706.650024
Name: 2025-09-12, dtype: float64","Ticker
AUBANK.NS    718.700012
Name: 2025-09-19, dtype: float64","Ticker
AUBANK.NS    743.200012
Name: 2025-09-26, dtype: float64","Ticker
AUBANK.NS    741.900024
Name: 2025-10-03, dtype: float64","Ticker
AUBANK.NS    763.25
Name: 2025-10-10, dtype: float64","Ticker
AUBANK.NS    792.450012
Name: 2025-10-17, dtype: float64","Ticker
AUBANK.NS    860.349976
Name: 2025-10-24, dtype: float64","Ticker
AUBANK.NS    877.849976
Name: 2025-10-31, dtype: float64","Ticker
AUBANK.NS    908.700012
Name: 2025-11-07, dtype: float64","Ticker
AUBANK.NS    890.599976
Name: 2025-11-14, dtype: float64","Ticker
AUBANK.NS    915.349976
Name: 2025-11-21, dtype: float64","Ticker
AUBANK.NS    955.25
Name: 2025-11-28, dtype: float64","Ticker
AUBANK.NS    958.049988
Name: 2025-12-05, dtype: float64"
CAMPUS.NS,"Ticker
CAMPUS.NS    269.450012
Name: 2025-09-12, dtype: float64","Ticker
CAMPUS.NS    283.350006
Name: 2025-09-19, dtype: float64","Ticker
CAMPUS.NS    264.899994
Name: 2025-09-26, dtype: float64","Ticker
CAMPUS.NS    275.950012
Name: 2025-10-03, dtype: float64","Ticker
CAMPUS.NS    280.600006
Name: 2025-10-10, dtype: float64","Ticker
CAMPUS.NS    282.25
Name: 2025-10-17, dtype: float64","Ticker
CAMPUS.NS    282.049988
Name: 2025-10-24, dtype: float64","Ticker
CAMPUS.NS    279.850006
Name: 2025-10-31, dtype: float64","Ticker
CAMPUS.NS    276.799988
Name: 2025-11-07, dtype: float64","Ticker
CAMPUS.NS    272.700012
Name: 2025-11-14, dtype: float64","Ticker
CAMPUS.NS    260.899994
Name: 2025-11-21, dtype: float64","Ticker
CAMPUS.NS    275.899994
Name: 2025-11-28, dtype: float64","Ticker
CAMPUS.NS    271.149994
Name: 2025-12-05, dtype: float64"
LUPIN.NS,"Ticker
LUPIN.NS    2043.400024
Name: 2025-09-12, dtype: float64","Ticker
LUPIN.NS    2055.600098
Name: 2025-09-19, dtype: float64","Ticker
LUPIN.NS    1919.800049
Name: 2025-09-26, dtype: float64","Ticker
LUPIN.NS    1973.599976
Name: 2025-10-03, dtype: float64","Ticker
LUPIN.NS    1959.300049
Name: 2025-10-10, dtype: float64","Ticker
LUPIN.NS    1940.0
Name: 2025-10-17, dtype: float64","Ticker
LUPIN.NS    1931.199951
Name: 2025-10-24, dtype: float64","Ticker
LUPIN.NS    1963.5
Name: 2025-10-31, dtype: float64","Ticker
LUPIN.NS    1971.800049
Name: 2025-11-07, dtype: float64","Ticker
LUPIN.NS    2055.300049
Name: 2025-11-14, dtype: float64","Ticker
LUPIN.NS    2029.400024
Name: 2025-11-21, dtype: float64","Ticker
LUPIN.NS    2082.199951
Name: 2025-11-28, dtype: float64","Ticker
LUPIN.NS    2091.0
Name: 2025-12-05, dtype: float64"
DELHIVERY.NS,"Ticker
DELHIVERY.NS    467.75
Name: 2025-09-12, dtype: float64","Ticker
DELHIVERY.NS    478.799988
Name: 2025-09-19, dtype: float64","Ticker
DELHIVERY.NS    445.700012
Name: 2025-09-26, dtype: float64","Ticker
DELHIVERY.NS    437.299988
Name: 2025-10-03, dtype: float64","Ticker
DELHIVERY.NS    464.850006
Name: 2025-10-10, dtype: float64","Ticker
DELHIVERY.NS    465.350006
Name: 2025-10-17, dtype: float64","Ticker
DELHIVERY.NS    466.899994
Name: 2025-10-24, dtype: float64","Ticker
DELHIVERY.NS    465.950012
Name: 2025-10-31, dtype: float64","Ticker
DELHIVERY.NS    429.549988
Name: 2025-11-07, dtype: float64","Ticker
DELHIVERY.NS    436.399994
Name: 2025-11-14, dtype: float64","Ticker
DELHIVERY.NS    418.399994
Name: 2025-11-21, dtype: float64","Ticker
DELHIVERY.NS    426.200012
Name: 2025-11-28, dtype: float64","Ticker
DELHIVERY.NS    401.899994
Name: 2025-12-05, dtype: float64"
HINDCOPPER.NS,"Ticker
HINDCOPPER.NS    278.61322
Name: 2025-09-12, dtype: float64","Ticker
HINDCOPPER.NS    282.859985
Name: 2025-09-19, dtype: float64","Ticker
HINDCOPPER.NS    311.970001
Name: 2025-09-26, dtype: float64","Ticker
HINDCOPPER.NS    338.399994
Name: 2025-10-03, dtype: float64","Ticker
HINDCOPPER.NS    344.549988
Name: 2025-10-10, dtype: float64","Ticker
HINDCOPPER.NS    341.950012
Name: 2025-10-17, dtype: float64","Ticker
HINDCOPPER.NS    343.100006
Name: 2025-10-24, dtype: float64","Ticker
HINDCOPPER.NS    340.25
Name: 2025-10-31, dtype: float64","Ticker
HINDCOPPER.NS    332.799988
Name: 2025-11-07, dtype: float64","Ticker
HINDCOPPER.NS    335.25
Name: 2025-11-14, dtype: float64","Ticker
HINDCOPPER.NS    314.149994
Name: 2025-11-21, dtype: float64","Ticker
HINDCOPPER.NS    327.0
Name: 2025-11-28, dtype: float64","Ticker
HINDCOPPER.NS    360.299988
Name: 2025-12-05, dtype: float64"
HINDZINC.NS,"Ticker
HINDZINC.NS    462.950012
Name: 2025-09-12, dtype: float64","Ticker
HINDZINC.NS    453.049988
Name: 2025-09-19, dtype: float64","Ticker
HINDZINC.NS    449.100006
Name: 2025-09-26, dtype: float64","Ticker
HINDZINC.NS    491.5
Name: 2025-10-03, dtype: float64","Ticker
HINDZINC.NS    498.299988
Name: 2025-10-10, dtype: float64","Ticker
HINDZINC.NS    500.25
Name: 2025-10-17, dtype: float64","Ticker
HINDZINC.NS    486.700012
Name: 2025-10-24, dtype: float64","Ticker
HINDZINC.NS    476.5
Name: 2025-10-31, dtype: float64","Ticker
HINDZINC.NS    474.5
Name: 2025-11-07, dtype: float64","Ticker
HINDZINC.NS    487.049988
Name: 2025-11-14, dtype: float64","Ticker
HINDZINC.NS    458.299988
Name: 2025-11-21, dtype: float64","Ticker
HINDZINC.NS    485.200012
Name: 2025-11-28, dtype: float64","Ticker
HINDZINC.NS    493.25
Name: 2025-12-05, dtype: float64"
KARURVYSYA.NS,"Ticker
KARURVYSYA.NS    210.759995
Name: 2025-09-12, dtype: float64","Ticker
KARURVYSYA.NS    217.179993
Name: 2025-09-19, dtype: float64","Ticker
KARURVYSYA.NS    205.639999
Name: 2025-09-26, dtype: float64","Ticker
KARURVYSYA.NS    209.179993
Name: 2025-10-03, dtype: float64","Ticker
KARURVYSYA.NS    226.589996
Name: 2025-10-10, dtype: float64","Ticker
KARURVYSYA.NS    227.389999
Name: 2025-10-17, dtype: float64","Ticker
KARURVYSYA.NS    243.050003
Name: 2025-10-24, dtype: float64","Ticker
KARURVYSYA.NS    243.149994
Name: 2025-10-31, dtype: float64","Ticker
KARURVYSYA.NS    249.119995
Name: 2025-11-07, dtype: float64","Ticker
KARURVYSYA.NS    249.600006
Name: 2025-11-14, dtype: float64","Ticker
KARURVYSYA.NS    247.070007
Name: 2025-11-21, dtype: float64","Ticker
KARURVYSYA.NS    247.970001
Name: 2025-11-28, dtype: float64","Ticker
KARURVYSYA.NS    246.940002
Name: 2025-12-05, dtype: float64"
WELCORP.NS,"Ticker
WELCORP.NS    879.75
Name: 2025-09-12, dtype: float64","Ticker
WELCORP.NS    903.799988
Name: 2025-09-19, dtype: float64","Ticker
WELCORP.NS    860.900024
Name: 2025-09-26, dtype: float64","Ticker
WELCORP.NS    864.150024
Name: 2025-10-03, dtype: float64","Ticker
WELCORP.NS    848.25
Name: 2025-10-10, dtype: float64","Ticker
WELCORP.NS    829.349976
Name: 2025-10-17, dtype: float64","Ticker
WELCORP.NS    834.0
Name: 2025-10-24, dtype: float64","Ticker
WELCORP.NS    965.75
Name: 2025-10-31, dtype: float64","Ticker
WELCORP.NS    906.599976
Name: 2025-11-07, dtype: float64","Ticker
WELCORP.NS    918.5
Name: 2025-11-14, dtype: float64","Ticker
WELCORP.NS    867.900024
Name: 2025-11-21, dtype: float64","Ticker
WELCORP.NS    856.400024
Name: 2025-11-28, dtype: float64","Ticker
WELCORP.NS    818.25
Name: 2025-12-05, dtype: float64"
VEDL.NS,"Ticker
VEDL.NS    450.899994
Name: 2025-09-12, dtype: float64","Ticker
VEDL.NS    455.600006
Name: 2025-09-19, dtype: float64","Ticker
VEDL.NS    447.950012
Name: 2025-09-26, dtype: float64","Ticker
VEDL.NS    470.950012
Name: 2025-10-03, dtype: float64","Ticker
VEDL.NS    482.200012
Name: 2025-10-10, dtype: float64","Ticker
VEDL.NS    474.049988
Name: 2025-10-17, dtype: float64","Ticker
VEDL.NS    495.600006
Name: 2025-10-24, dtype: float64","Ticker
VEDL.NS    493.549988
Name: 2025-10-31, dtype: float64","Ticker
VEDL.NS    515.049988
Name: 2025-11-07, dtype: float64","Ticker
VEDL.NS    525.349976
Name: 2025-11-14, dtype: float64","Ticker
VEDL.NS    496.399994
Name: 2025-11-21, dtype: float64","Ticker
VEDL.NS    526.0
Name: 2025-11-28, dtype: float64","Ticker
VEDL.NS    520.299988
Name: 2025-12-05, dtype: float64"
JMFINANCIL.NS,"Ticker
JMFINANCIL.NS    178.208298
Name: 2025-09-12, dtype: float64","Ticker
JMFINANCIL.NS    169.929672
Name: 2025-09-19, dtype: float64","Ticker
JMFINANCIL.NS    161.710449
Name: 2025-09-26, dtype: float64","Ticker
JMFINANCIL.NS    166.641983
Name: 2025-10-03, dtype: float64","Ticker
JMFINANCIL.NS    169.206757
Name: 2025-10-10, dtype: float64","Ticker
JMFINANCIL.NS    169.810822
Name: 2025-10-17, dtype: float64","Ticker
JMFINANCIL.NS    169.82074
Name: 2025-10-24, dtype: float64","Ticker
JMFINANCIL.NS    162.423447
Name: 2025-10-31, dtype: float64","Ticker
JMFINANCIL.NS    157.303772
Name: 2025-11-07, dtype: float64","Ticker
JMFINANCIL.NS    150.669998
Name: 2025-11-14, dtype: float64","Ticker
JMFINANCIL.NS    140.059998
Name: 2025-11-21, dtype: float64","Ticker
JMFINANCIL.NS    145.350006
Name: 2025-11-28, dtype: float64","Ticker
JMFINANCIL.NS    142.710007
Name: 2025-12-05, dtype: float64"
ABLBL.NS,"Ticker
ABLBL.NS    145.479996
Name: 2025-09-12, dtype: float64","Ticker
ABLBL.NS    141.440002
Name: 2025-09-19, dtype: float64","Ticker
ABLBL.NS    132.160004
Name: 2025-09-26, dtype: float64","Ticker
ABLBL.NS    136.449997
Name: 2025-10-03, dtype: float64","Ticker
ABLBL.NS    142.820007
Name: 2025-10-10, dtype: float64","Ticker
ABLBL.NS    136.429993
Name: 2025-10-17, dtype: float64","Ticker
ABLBL.NS    138.440002
Name: 2025-10-24, dtype: float64","Ticker
ABLBL.NS    133.600006
Name: 2025-10-31, dtype: float64","Ticker
ABLBL.NS    130.449997
Name: 2025-11-07, dtype: float64","Ticker
ABLBL.NS    134.470001
Name: 2025-11-14, dtype: float64","Ticker
ABLBL.NS    127.949997
Name: 2025-11-21, dtype: float64","Ticker
ABLBL.NS    130.169998
Name: 2025-11-28, dtype: float64","Ticker
ABLBL.NS    131.75
Name: 2025-12-05, dtype: float64"
